Year,Version,Category_Name,SubCategory_Name,Project_Code,Project_Name,Funding_Source,Total,Thru FY23,Est FY24,Total6,FY 25,FY 26,FY 27,FY 28,FY 29,FY 30,Beyond
2025,Approved,General Government,Technology Services,P342501,County Building Network Wiring,Current Revenue: Cable TV,10861,0,0,10861,2062,2000,2000,1846,1600,1353,0
2025,Approved,Transportation,Pedestrian Facilities/Bikeways,P502510,Silver Spring & Bethesda Secure Bike Parking Facilities,G.O. Bonds,108,0,0,108,68,0,0,40,0,0,0
2025,Approved,Transportation,Pedestrian Facilities/Bikeways,P502510,Silver Spring & Bethesda Secure Bike Parking Facilities,Federal Aid,427,0,0,427,270,0,0,157,0,0,0
2025,Approved,Community Development and Housing,Housing (MCG),P762301,Nonprofit Preservation Fund,Current Revenue: General,1,0,1,0,0,0,0,0,0,0,0
2025,Approved,Community Development and Housing,Housing (MCG),P762301,Nonprofit Preservation Fund,Loan Repayment Proceeds,49999,0,34999,15000,15000,0,0,0,0,0,0
2025,Approved,Conservation of Natural Resources,Stormwater Management,P802502,Anacostia Streams Restoration,Long-Term Financing,4952,0,0,4952,404,24,2524,2000,0,0,0
2025,Approved,Conservation of Natural Resources,Stormwater Management,P802502,Anacostia Streams Restoration,State Aid,350,0,0,350,0,350,0,0,0,0,0
2025,Approved,Conservation of Natural Resources,Stormwater Management,P802502,Anacostia Streams Restoration,Federal Aid,8680,0,0,8680,380,0,8300,0,0,0,0
2025,Approved,Public Safety,Fire/Rescue Service,P452502,Breathing Air Compressors Replacement,Current Revenue: Fire,1053,0,0,1053,419,221,199,214,0,0,0
2025,Approved,General Government,Technology Services,P342503,Public Safety Server Hardware Upgrade,Current Revenue: General,900,0,0,900,900,0,0,0,0,0,0
2025,Approved,Public Safety,Other Public Safety,P362502,South Tower of the Circuit Court AV Replacement Project,Current Revenue: General,2000,0,0,2000,2000,0,0,0,0,0,0
2025,Approved,Conservation of Natural Resources,Storm Drains,P502511,River Falls Storm Drain Improvements,Water Quality Protection Bonds,636,0,0,636,0,636,0,0,0,0,0
2025,Approved,Conservation of Natural Resources,Storm Drains,P502511,River Falls Storm Drain Improvements,Current Revenue: Water Quality Protection,618,0,0,618,618,0,0,0,0,0,0
2025,Approved,Culture and Recreation,Recreation,P722502,Western County Recreation Center,G.O. Bonds,15500,0,0,15500,0,0,0,500,7500,7500,0
2025,Approved,Montgomery College,Higher Education,P662501,Germantown Student Affairs Building Renovation and Addition-Phase 2,G.O. Bonds,18137,0,0,2079,0,0,0,0,0,2079,16058
2025,Approved,Montgomery College,Higher Education,P662501,Germantown Student Affairs Building Renovation and Addition-Phase 2,State Aid,18137,0,0,2079,0,0,0,0,0,2079,16058
2025,Approved,Culture and Recreation,Recreation,P722503,Recreation Facilities Asset Replacement,G.O. Bonds,1528,0,0,1528,0,0,0,0,764,764,0
2025,Approved,Culture and Recreation,Recreation,P722504,Recreation Facilities Playground Replacement,G.O. Bonds,500,0,0,500,0,0,0,0,250,250,0
2025,Approved,Culture and Recreation,Recreation,P722504,Recreation Facilities Playground Replacement,State Aid,1400,0,0,1400,700,700,0,0,0,0,0
2025,Approved,Public Safety,Fire/Rescue Service,P452503,Fire Station Refurbishment,Current Revenue: Fire,200,0,0,200,200,0,0,0,0,0,0
2025,Approved,Revenue Authority,Miscellaneous Projects (Revenue Authority),P392501,Hampshire Greens Golf Course Improvements,Revenue Authority,100,0,0,100,0,0,100,0,0,0,0
2025,Approved,M-NCPPC,Development,P872501,Lyttonsville Civic Green,G.O. Bonds,1900,0,0,1900,0,0,300,1000,600,0,0
2025,Approved,M-NCPPC,Acquisition,P872502,Silver Spring Park Benefit Payment,Contributions,2000,0,0,2000,1000,1000,0,0,0,0,0
2025,Approved,M-NCPPC,Development,P872503,Planned Lifecycle Asset Replacement (PLAR): Local Parks,M-NCPPC Bonds,23710,0,0,23710,3935,4108,4001,4026,3906,3734,0
2025,Approved,M-NCPPC,Development,P872503,Planned Lifecycle Asset Replacement (PLAR): Local Parks,State Aid,150,0,0,150,150,0,0,0,0,0,0
2025,Approved,M-NCPPC,Development,P872504,Planned Lifecycle Asset Replacement (PLAR): Non-Local Parks,Current Revenue: General,24000,0,0,24000,4000,4000,4000,4000,4000,4000,0
2025,Approved,M-NCPPC,Development,P872504,Planned Lifecycle Asset Replacement (PLAR): Non-Local Parks,G.O. Bonds,16829,0,0,16829,2930,2830,2630,2879,2780,2780,0
2025,Approved,Recycling and Resource Management,Recycling and Resource Management,P802505,Oaks Landfill Leachate Pretreatment Plant Retrofitting,Current Revenue: Solid Waste Disposal,3890,0,0,3890,2000,1890,0,0,0,0,0
2025,Approved,Conservation of Natural Resources,Stormwater Management,P802506,General Repair of BMPs and Stream Assets,Water Quality Protection Bonds,1700,0,0,1700,0,0,0,700,0,1000,0
2025,Approved,Conservation of Natural Resources,Stormwater Management,P802506,General Repair of BMPs and Stream Assets,Current Revenue: Water Quality Protection,7224,0,0,7224,1279,1529,1529,829,1529,529,0
2025,Approved,Health and Human Services,Health and Human Services,P602501,Child Care Renovations - Playgrounds,G.O. Bonds,9574,0,0,9574,1235,821,829,1858,2477,2354,0
2025,Approved,Health and Human Services,Health and Human Services,P602502,Child Care Renovations - ADA Remediation,G.O. Bonds,8136,0,0,8136,1227,860,929,1410,1900,1810,0
2025,Approved,Health and Human Services,Health and Human Services,P602503,Child Care Renovations - Child Care Facility Replacement,G.O. Bonds,22771,0,0,22771,3543,2242,2684,5071,6131,3100,0
2025,Approved,Health and Human Services,Health and Human Services,P602504,Early Care and Education Facility Fund,Current Revenue: General,4000,0,0,4000,4000,0,0,0,0,0,0
2025,Approved,Montgomery College,Higher Education,P662502,Rockville Theatre Arts Building Renovation,G.O. Bonds,37424,0,0,0,0,0,0,0,0,0,37424
2025,Approved,Montgomery College,Higher Education,P662502,Rockville Theatre Arts Building Renovation,State Aid,41599,0,0,4175,0,4175,0,0,0,0,37424
2025,Approved,Montgomery College,Higher Education,P662502,Rockville Theatre Arts Building Renovation,Contributions,4175,0,0,4175,0,4175,0,0,0,0,0
2025,Approved,Montgomery County Public Schools,Individual Schools,P652501,James Hubert Blake HS Addition,G.O. Bonds,0,0,0,0,0,0,0,0,0,0,0
2025,Approved,Montgomery County Public Schools,Individual Schools,P652501,James Hubert Blake HS Addition,State Aid,0,0,0,0,0,0,0,0,0,0,0
2025,Approved,Montgomery County Public Schools,Individual Schools,P652502,Paint Branch HS Addition,G.O. Bonds,0,0,0,0,0,0,0,0,0,0,0
2025,Approved,Montgomery County Public Schools,Individual Schools,P652502,Paint Branch HS Addition,State Aid,0,0,0,0,0,0,0,0,0,0,0
2025,Approved,General Government,Economic Development,P362503,Glenmont Redevelopment Program,Current Revenue: General,452,0,0,452,452,0,0,0,0,0,0
2025,Approved,Montgomery County Public Schools,Individual Schools,P652503,Mill Creek Towne ES Addition,G.O. Bonds,0,0,0,0,0,0,0,0,0,0,0
2025,Approved,Montgomery County Public Schools,Individual Schools,P652503,Mill Creek Towne ES Addition,State Aid,0,0,0,0,0,0,0,0,0,0,0
2025,Approved,Montgomery County Public Schools,Countywide,P652504,Healthy Schools,G.O. Bonds,4000,0,0,4000,2000,2000,0,0,0,0,0
2025,Approved,Montgomery County Public Schools,Countywide,P652504,Healthy Schools,State Aid,1370,0,0,1370,685,685,0,0,0,0,0
2025,Approved,Montgomery County Public Schools,Countywide,P652505,CESC Modifications,G.O. Bonds,5000,0,0,5000,2500,2500,0,0,0,0,0
2025,Approved,Montgomery County Public Schools,Countywide,P652506,Cold Spring ES -- Major Capital Project,G.O. Bonds,18137,0,0,18137,1050,557,0,0,8750,7780,0
2025,Approved,Montgomery County Public Schools,Countywide,P652506,Cold Spring ES -- Major Capital Project,State Aid,10220,0,0,10220,0,0,0,0,0,10220,0
2025,Approved,Montgomery County Public Schools,Countywide,P652507,Twinbrook ES -- Major Capital Project,G.O. Bonds,18192,0,0,18192,1104,590,0,0,8750,7748,0
2025,Approved,Montgomery County Public Schools,Countywide,P652507,Twinbrook ES -- Major Capital Project,State Aid,10252,0,0,10252,0,0,0,0,0,10252,0
2025,Approved,Montgomery County Public Schools,Countywide,P652508,Whetstone ES -- Major Capital Project,G.O. Bonds,18271,0,0,18271,1209,610,0,0,8750,7702,0
2025,Approved,Montgomery County Public Schools,Countywide,P652508,Whetstone ES -- Major Capital Project,State Aid,10298,0,0,10298,0,0,0,0,0,10298,0
2025,Approved,Montgomery County Public Schools,Countywide,P652509,Damascus ES -- Major Capital Project,G.O. Bonds,18120,0,0,18120,1050,530,0,0,8750,7790,0
2025,Approved,Montgomery County Public Schools,Countywide,P652509,Damascus ES -- Major Capital Project,State Aid,10210,0,0,10210,0,0,0,0,0,10210,0
2025,Approved,Transportation,Mass Transit (MCG),P502408,Hydrogen Fuel Cell Buses and Fueling Site,Federal Aid,11918,0,967,10951,9501,1450,0,0,0,0,0
2025,Approved,Conservation of Natural Resources,Stormwater Management,P802507,Implementation of the Comprehensive Flood Management Plan,Water Quality Protection Bonds,150364,0,0,150364,2000,8364,30000,30000,40000,40000,0
2025,Approved,Conservation of Natural Resources,Stormwater Management,P802507,Implementation of the Comprehensive Flood Management Plan,Current Revenue: Water Quality Protection,2636,0,0,2636,1000,1636,0,0,0,0,0
2025,Approved,General Government,Economic Development,P152503,HJF Innovation Labs at Montgomery County,Current Revenue: General,300,0,0,300,300,0,0,0,0,0,0
2025,Approved,Revenue Authority,Miscellaneous Projects (Revenue Authority),P392502,Montgomery County Airpark- North End Hangar,Revenue Authority,91,0,0,91,16,75,0,0,0,0,0
2025,Approved,Revenue Authority,Miscellaneous Projects (Revenue Authority),P392502,Montgomery County Airpark- North End Hangar,Federal Aid,1734,0,0,1734,309,1425,0,0,0,0,0
2025,Approved,Transportation,Pedestrian Facilities/Bikeways,P502512,Capital Crescent Trail Tunnel,G.O. Bonds,82545,0,0,0,0,0,0,0,0,0,82545
2025,Approved,General Government,Technology Services,P342504,Dense Wave Division Multiplexing Replacement,Contributions,121,0,0,121,121,0,0,0,0,0,0
2025,Approved,General Government,Technology Services,P342504,Dense Wave Division Multiplexing Replacement,Current Revenue: General,2100,0,0,2100,2100,0,0,0,0,0,0
2025,Approved,Culture and Recreation,Recreation,P722505,Recreation Facilities Refurbishment-Outdoor Pools,G.O. Bonds,7803,0,0,7803,112,1282,1310,1310,1403,2386,0
2025,Approved,Culture and Recreation,Recreation,P722506,Recreation Facilities Refurbishment - Indoor Pools,G.O. Bonds,16905,0,0,16905,1201,315,3177,4514,4989,2709,0
2025,Approved,Culture and Recreation,Recreation,P722507,Recreation Facilities Refurbishment-Centers,G.O. Bonds,11650,0,0,11650,715,2665,1870,580,4035,1785,0
2025,Approved,Culture and Recreation,Recreation,P722507,Recreation Facilities Refurbishment-Centers,Current Revenue: General,50,0,0,50,50,0,0,0,0,0,0
2025,Approved,Transportation,Parking,P502411,Wheaton Parking Security Camera Surveillance System,Current Revenue: General,339,0,60,279,279,0,0,0,0,0,0
2025,Approved,Transportation,Parking,P502411,Wheaton Parking Security Camera Surveillance System,Current Revenue: Parking - Wheaton,936,0,0,936,0,189,189,189,189,180,0
2025,Approved,Transportation,Parking,P502410,Silver Spring Parking Security Camera Surveillance System,Current Revenue: General,2418,0,510,1908,1908,0,0,0,0,0,0
2025,Approved,Transportation,Parking,P502410,Silver Spring Parking Security Camera Surveillance System,Current Revenue: Parking - Silver Spring,6612,0,0,6612,0,1218,1218,1218,1218,1740,0
2025,Approved,Transportation,Parking,P502409,Bethesda Parking Security Camera Surveillance System,Current Revenue: General,2008,0,430,1578,1578,0,0,0,0,0,0
2025,Approved,Transportation,Parking,P502409,Bethesda Parking Security Camera Surveillance System,Current Revenue: Parking - Bethesda,5342,0,0,5342,0,978,978,978,978,1430,0
2025,Approved,Health and Human Services,Health and Human Services,P602505,Non-Congregate Shelter Space,Federal Aid,150,0,0,150,150,0,0,0,0,0,0
2025,Approved,General Government,Other General Government,P852501,ABS Conveyor System Upgrade,Short-Term Financing,4266,0,0,4266,4266,0,0,0,0,0,0
2025,Approved,General Government,Other General Government,P852502,ABS Delivery Trucks Purchase,Short-Term Financing,900,0,0,900,900,0,0,0,0,0,0
2025,Approved,Public Safety,Other Public Safety,P362401,Judicial Security Improvements,G.O. Bonds,500,0,204,296,296,0,0,0,0,0,0
2025,Approved,General Government,Fleet Management,P362505,County Fleet Electric Vehicle Charging Stations,Current Revenue: General,750,0,0,750,750,0,0,0,0,0,0
2025,Approved,Recycling and Resource Management,Recycling and Resource Management,P802508,New Organics Processing Facility,Current Revenue: Solid Waste Disposal,3500,0,0,3500,2000,750,750,0,0,0,0
2025,Approved,Recycling and Resource Management,Recycling and Resource Management,P802508,New Organics Processing Facility,Revenue Bonds,24500,0,0,24500,0,12250,12250,0,0,0,0
2025,Approved,Transportation,Bridges,P502513,Seven Locks Road Culvert Replacement,Federal Aid,0,0,0,0,0,0,0,0,0,0,0
2025,Approved,Transportation,Bridges,P502513,Seven Locks Road Culvert Replacement,G.O. Bonds,4800,0,0,4800,4800,0,0,0,0,0,0
2025,Approved,Montgomery County Public Schools,Miscellaneous Projects,P652510,MCPS: Building Towards a Structurally Balanced CIP,G.O. Bonds,0,0,0,0,0,0,0,0,0,0,0
2025,Approved,Transportation,Mass Transit (MCG),P502412,AccelerateMC Regional Infrastructure Accelerator,Federal Aid,2000,0,200,1800,1000,800,0,0,0,0,0
